name,rated_movies,averageRating
Felix Thompson,1,6.9
Dan Kwan,1,6.9
Pan Nalin,1,6.9
Alison Klayman,2,6.9
Kanwal Sethi,1,6.9
Daniel Scheinert,1,6.9
Mariano Barroso,1,6.9
Brian McGinn,1,6.9
Jeremiah Zagar,1,6.9
Ulises Valencia,1,6.9
Alexander Smith,1,6.9
Nishanth Ravindaran,1,6.9
Benson Lee,1,6.9
Chan-sang Lim,1,6.9
Kathleen Hepburn,1,6.9
Elle-Máijá Tailfeathers,1,6.9
Brian Helgeland,1,6.9
Ken Hughes,1,6.9
Rima Das,1,6.9
Marc Forster,2,6.9
Tim Skousen,1,6.9
Jeremy Coon,1,6.9
Carlos Vermut,1,6.9
Soukarya Ghosal,1,6.9
Shanjey Kumar Perumal,1,6.9
Nuhash Humayun,1,6.9
Syed Ahmed Shawki,1,6.9
Rahat Rahman,1,6.9
Robiul Alam Robi,1,6.9
Golam Kibria Farooki,1,6.9
Mir Mukarram Hossain,1,6.9
Tanvir Ahsan,1,6.9
Mahmudul Islam,1,6.9
Abdullah Al Noor,1,6.9
Krishnendu Chattopadhyay,1,6.9
Syed Saleh Ahmed Sobhan,1,6.9
Greg Young,1,6.9
Mrighdeep Singh Lamba,1,6.9
Stuart Sender,1,6.9
Krysia Plonka,1,6.9
Macon Blair,1,6.9
Stéphane Berla,1,6.9
Jerrold Tarog,2,6.9
Kevin Layne,2,6.9
B. Unnikrishnan,1,6.9
Mathias Malzieu,1,6.9
Kookie V. Gulati,1,6.9
Liz Garbus,2,6.9
Jathin Sanker Raj,1,6.9
Justin Webster,1,6.9
Jos Humphrey,1,6.9
Josh Alexander,1,6.9
Lucy Cohen,1,6.9
Nathan Landeg,1,6.9
Feng Xiaogang,1,6.9
Ritesh Batra,1,6.9
Jason Moore,1,6.9
Frank Paur,1,6.9
Josh Izenberg,1,6.9
Wynn Padula,1,6.9
Simon Curtis,1,6.9
Afia Nathaniel,1,6.9
Arne Birkenstock,1,6.9
Charles A. Nichols,1,6.9
Iwao Takamoto,1,6.9
Ísold Uggadóttir,1,6.9
Jon Turteltaub,1,6.9
Luis Lopez,2,6.9
Kim A. Snyder,1,6.9
Sundar C.,1,6.9
Umesh Bist,1,6.9
Jon Garaño,2,6.9
Denis Do,1,6.9
Aitor Arregi,2,6.9
Vincent Ward,1,6.9
Todor Chapkanov,1,6.9
David A. Vargas,1,6.9
Phil Lord,1,6.9
Christopher Miller,1,6.9
Kenneth Gyang,2,6.9
Tensai Okamura,2,6.9
Apurva Dhar Badgaiyann,1,6.9
Julian Schnabel,1,6.9
Briar Grace-Smith,1,6.9
Sue Ding,1,6.9
Ainsley Gardiner,1,6.9
Ertanto Robby Soediskam,1,6.9
Rudge Campos,1,6.9
Junior Carelli,1,6.9
Gautham Vasudev Menon,2,6.9
Marcus Clarke,1,6.9
Jeff Stilson,1,6.9
Yin Chen-hao,1,6.9
Maribel Sánchez-Maroto,1,6.9
Victor Vu,1,6.9
Rush Sturges,1,6.9
Lee Hirsch,1,6.9
Joshua Rofé,1,6.9
Kongkiat Khomsiri,1,6.9
Raj Kapoor,3,6.8999999999999995
Roger Allers,3,6.8999999999999995
Raj Kumar Gupta,3,6.8999999999999995
Ron Howard,6,6.883333333333333
Prakash Jha,5,6.880000000000001
Antoine Fuqua,4,6.875
Joel Coen,3,6.866666666666667
Ethan Coen,3,6.866666666666667
Bobcat Goldthwait,3,6.866666666666667
Subhash Ghai,3,6.866666666666667
Alex Proyas,2,6.85
Gregory Hoblit,4,6.85
Vinil Mathew,2,6.85
Mahesh Manjrekar,2,6.85
Angga Dwimas Sasongko,2,6.85
Lewis Milestone,2,6.85
Ruben Fleischer,2,6.85
Jason Reitman,2,6.85
Sam Raimi,2,6.85
Upi Avianto,2,6.85
Gilles Paquet-Brenner,2,6.85
Dave Higby,2,6.85
Simon Stone,2,6.85
Ross Kauffman,2,6.85
Kunle Afolayan,5,6.839999999999999
Lekh Tandon,3,6.833333333333333
Andibachtiar Yusuf,3,6.833333333333333
Werner Herzog,4,6.825
Yılmaz Erdoğan,4,6.825
Abhishek Chaubey,4,6.825
Joram Lürsen,2,6.800000000000001
Don Bluth,2,6.800000000000001
Chris Howe,2,6.800000000000001
Luis Valdez,2,6.800000000000001
Tim Burton,3,6.800000000000001
Alan Alda,1,6.8
Wong Fei-Pang,1,6.8
Peter Nicks,1,6.8
Edoardo Ponti,1,6.8
Vikram Gandhi,1,6.8
Maya Gallus,1,6.8
Matt Palmer,1,6.8
Babak Anvari,1,6.8
Masaaki Yuasa,1,6.8
Eric Abrams,1,6.8
Marti Noxon,1,6.8
Ng Ka-Leung,1,6.8
Alejandro Agresti,1,6.8
Omung Kumar,1,6.8
Barry Avrich,3,6.8
David Leveaux,1,6.8
Yacine Belhousse,1,6.8
Fred Cavayé,1,6.8
Richard Phelan,1,6.8
Israel Adrián Caetano,2,6.8
Zune Kwok,1,6.8
Tommy Wirkola,1,6.8
Allen Hughes,1,6.8
Jeethu Joseph,1,6.8
Chris Kelly,1,6.8
Albert Hughes,1,6.8
Will Gluck,2,6.8
Kurt Voelker,1,6.8
Pang Ho-cheung,2,6.8
Reiner Holzemer,1,6.8
André Øvredal,1,6.8
Will Becher,1,6.8
Elite Zexer,1,6.8
Chow Kwun-wai,1,6.8
Mark Lo,1,6.8
Jevons Au,1,6.8
Buzz Kulik,1,6.8
Audu Paden,2,6.8
Greg Whiteley,1,6.8
Muh Chen,1,6.8
Gus Van Sant,2,6.8
Cho Li,1,6.8
Chen Hung-yi,1,6.8
Liu Bang-yao,1,6.8
Lin Guan-fu,1,6.8
Shen Chi,1,6.8
YC Tom Lee,1,6.8
Rajesh Ganguly,1,6.8
David Lowery,1,6.8
Hiromasa Yonebayashi,1,6.8
Manuel Alcalá,1,6.8
Oliver Schmitz,1,6.8
George Miller,1,6.8
Joe Mantello,1,6.8
Blair Simmons,1,6.8
Alice Mathias,1,6.8
Michael Anderson,1,6.8
Ben Wallis,2,6.8
Naresh Saigal,1,6.8
Eric Radomski,1,6.8
Dustin McKenzie,1,6.8
Jaume Collet-Serra,1,6.8
Lesli Linka Glatter,1,6.8
Kasper Barfoed,1,6.8
Karim El Shenawy,1,6.8
TT The Artist,1,6.8
Barney Clay,1,6.8
Dustin Hoffman,1,6.8
Anna Stone,1,6.8
Rajeev Patil,1,6.8
Linda Mendoza,3,6.8
Laura Fairrie,1,6.8
Vicente Villanueva,1,6.8
David Moreton,1,6.8
Michael Tolajian,1,6.8
Lance Daly,1,6.8
J.C. Falcón,1,6.8
Tom O'Dell,1,6.8
Hari Nath,1,6.8
Andrew Meier,1,6.8
Mark Franchetti,1,6.8
Jason Sussberg,1,6.8
Jasmine D'Souza,1,6.8
David Alvarado,1,6.8
Skye Borgman,1,6.8
Al Campbell,1,6.8
Kyle Patrick Alvarez,1,6.8
Pradeep Verma,1,6.8
Aanand Rai,1,6.8
Paul Dano,1,6.8
Anas Khan,1,6.8
José Luis Ucha,1,6.8
George Gallo,1,6.8
Robert Cullen,1,6.8
Ben Younger,1,6.8
Chris Williams,1,6.8
David Shisgall,1,6.8
Conrad Vernon,1,6.8
David Frankel,1,6.8
Akhil Paul,1,6.8
Paul Greengrass,2,6.8
Alberto Rodríguez,1,6.8
Andreas Johnsen,1,6.8
Ivona Juka,1,6.8
Digo Ricio,1,6.8
Vijay Roche,1,6.8
Lance Bangs,6,6.783333333333332
Lynn Shelton,3,6.766666666666667
BB Sasore,3,6.766666666666666
Parkpoom Wongpoom,2,6.75
Dan Gilroy,2,6.75
J.C. Chandor,2,6.75
John Hillcoat,2,6.75
Syrine Boulanouar,2,6.75
James Bobin,2,6.75
Colin Trevorrow,2,6.75
Demetri Martin,2,6.75
Santosh Sivan,2,6.75
Wael Ehsan,2,6.75
Shakun Batra,2,6.75
Brian Oakes,2,6.75
Akiva Schaffer,2,6.75
Christopher Nolen,2,6.75
Mike Flanagan,4,6.75
Antoinette Jadaone,4,6.7250000000000005
Spike Lee,5,6.720000000000001
Jay Chapman,11,6.718181818181818
Nancy Meyers,1,6.7
Nishil Sheth,1,6.7
Felix Van Groeningen,1,6.7
Sam O'Steen,1,6.7
Eric Khoo,1,6.7
Felix van Groeningen,1,6.7
Eddie Martin,1,6.7
Dan Kuenster,1,6.7
Tony Scott,2,6.7
Beeban Kidron,1,6.7
Partho Ghosh,1,6.7
Stephen Cone,1,6.7
Eric Summer,1,6.7
Bernard Rose,1,6.7
Selvamani Selvaraj,1,6.7
Guillaume Renard,1,6.7
Éric Warin,1,6.7
Julio Fernández Talamantes,1,6.7
Eva Orner,1,6.7
Stephen Hopkins,1,6.7
Nanette Burstein,1,6.7
Sebastián Schindel,1,6.7
Manjeet Maan,1,6.7
Gary Goldman,1,6.7
John Irvin,1,6.7
Mario Briongos,1,6.7
Ilya Naishuller,1,6.7
Tanawat Aiemjinda,1,6.7
Rucha Humnabadkar,1,6.7
Manjari Makijany,1,6.7
Mati Diop,1,6.7
Derek Hui,1,6.7
Pierfrancesco Diliberto,1,6.7
Taylor Morden,1,6.7
Lara Saba,1,6.7
Marlene Melchior,1,6.7
Peter Svatek,1,6.7
Matthew Heineman,1,6.7
Ian Daniel,1,6.7
Philippe Aractingi,2,6.7
Maria Ripoll,1,6.7
Bob Odenkirk,1,6.7
Samuel D. Pollard,1,6.7
Amardeep Singh Gill,1,6.7
Kathryn Bigelow,1,6.7
Chi Fat Chan,1,6.7
Tinnu Anand,1,6.7
Adam McKay,3,6.7
Ariel Vromen,1,6.7
Ira Sachs,1,6.7
Grant Sputore,1,6.7
Amit Barot,1,6.7
Andrew Nackman,1,6.7
Aditya Vikram Sengupta,1,6.7
Lawrence Kasdan,1,6.7
Arnon Manor,1,6.7
Devin Chanda,1,6.7
Saratswadee Wongsomphet,1,6.7
Matt Ogens,1,6.7
Timothy Ware-Hill,1,6.7
Jérémie Levypon,1,6.7
Bigflo & Oli,1,6.7
Jonathan Lynn,1,6.7
Tigmanshu Dhulia,1,6.7
Janet Tobias,1,6.7
Junichi Sato,1,6.7
Claus Wehlisch,1,6.7
Tomotaka Shibayama,1,6.7
Daniel Espinosa,1,6.7
Michèle Ohayon,2,6.7
Udai Singh Pawar,1,6.7
Tyler Greco,1,6.7
Jordana Spiro,1,6.7
Heidi Saman,1,6.7
Sameer Patil,1,6.7
Brett Haley,1,6.7
Roberto Santucci,1,6.7
Nicholas Hytner,1,6.7
Suhas Kadav,1,6.7
Anissa Bonnefont,1,6.7
Miguel Ángel Lamata,1,6.7
Gurinder Chadha,1,6.7
Takeshi Nozue,1,6.7
Keiichi Hara,1,6.7
Ash Brannon,1,6.7
Rob McKittrick,1,6.7
Sartaj Singh Pannu,1,6.7
David Wain,1,6.7
Shojiro Nishimi,1,6.7
Sian Heder,1,6.7
Peter Lord,1,6.7
Paul Andrew Williams,2,6.7
Raj Mehta,1,6.7
Maz Jobrani,1,6.7
Christian Tureaud,1,6.7
David Pablos,1,6.7
Gina Prince-Bythewood,1,6.7
John Sanford,1,6.7
Burak Aksak,1,6.7
Kristian Levring,1,6.7
Roman Gackowski,1,6.7
Susan Johnson,1,6.7
Raja Menon,1,6.7
John Wells,1,6.7
Elaine Bogan,1,6.7
Bryan Buckley,1,6.7
David Salzberg,1,6.7
Kabir Bhatia,1,6.7
Raúl Arévalo,1,6.7
Neeraj Ghaywan,1,6.7
Richard Miron,1,6.7
Funke Akindele,1,6.7
Sibusiso Khuzwayo,1,6.7
Kayoze Irani,1,6.7
Jeff Newitt,1,6.7
Sara Colangelo,1,6.7
Jason Kwan,1,6.7
Antonio Chavarrías,1,6.7
Brendan Toller,1,6.7
Geetu Mohandas,1,6.7
Christian Zübert,1,6.7
Julie Dash,1,6.7
Will Yapp,1,6.7
Malik Vitthal,1,6.7
Ellen Page,1,6.7
Orson Welles,1,6.7
Andreas Prochaska,1,6.7
Eric Darnell,2,6.699999999999999
Andrew Duncan,2,6.699999999999999
John Dower,2,6.699999999999999
Bejoy Nambiar,3,6.699999999999999
Shalini Kantayya,2,6.699999999999999
Tom McGrath,2,6.699999999999999
Scott Hicks,2,6.699999999999999
Rano Karno,2,6.699999999999999
Adam Shankman,3,6.666666666666667
Satish Rajwade,3,6.666666666666667
Jun Lana,3,6.666666666666667
Imtiaz Ali,6,6.666666666666667
Mae Czarina Cruz,5,6.659999999999999
Noam Murro,2,6.65
Chia-Liang Liu,2,6.65
Michael Showalter,2,6.65
Sachin,2,6.65
Trey Edward Shults,2,6.65
Courtney Hunt,2,6.65
Marcus Raboy,14,6.6499999999999995
Olivia M. Lamasan,3,6.633333333333333
Frank Oz,3,6.633333333333333
Pablo Larraín,3,6.633333333333333
Thierry Donard,5,6.62
Jay Roach,5,6.619999999999999
Zoya Akhtar,6,6.616666666666666
Jane Campion,3,6.6000000000000005
Dibakar Banerjee,6,6.6000000000000005
Sylvain Blais,1,6.6
Sam Levinson,1,6.6
Raz Degan,1,6.6
Francisco Ruiz Velasco,1,6.6
Andrew L. Schmidt,1,6.6
Kingsley Ogoro,1,6.6
Lydia Tenaglia,1,6.6
Julia Hart,1,6.6
Dare Olaitan,1,6.6
Michał Tylka,1,6.6
Ian Nelms,1,6.6
Jastis Arimba,1,6.6
Johane Matte,1,6.6
Anthony Veiller,1,6.6
Christopher Chambers,1,6.6
Alan Yang,1,6.6
Dani de la Orden,1,6.6
Tade Ogidan,1,6.6
Louis J. Horvitz,1,6.6
Edward Cotterill,1,6.6
Saurabh Sinha,1,6.6
Alma Har'el,1,6.6
Zoe Lister-Jones,1,6.6
Scott Speer,1,6.6
Sean Hanish,1,6.6
Isabel Coixet,1,6.6
Zach Braff,1,6.6
Kim Jong-kwan,1,6.6
Jeon Go-woon,1,6.6
Karim El Sobky,1,6.6
Yim Pilsung,1,6.6
Lee Kyoungmi,1,6.6
Stephanie Zwane,1,6.6
Mijke de Jong,1,6.6
Dhilip Kumar,1,6.6
Scott L. Montoya,1,6.6
Manav Shah,1,6.6
Barbra Streisand,1,6.6
Richard Donner,1,6.6
Sabrina Rochelle Kalangie,1,6.6
Shivam Nair,2,6.6
Lyric R. Cabral,1,6.6
Eshom Nelms,1,6.6
Ayman Makram,1,6.6
Merawi Gerima,1,6.6
Andrew Stanton,1,6.6
Harry Bradbeer,1,6.6
Gideon Raff,1,6.6
Hugh Stewart,1,6.6
David Felix Sutcliffe,1,6.6
Meng Hua Ho,1,6.6
Takeshi Fukunaga,1,6.6
Ui-seok Jo,1,6.6
Shaz Bennett,1,6.6
Robbie Grewal,1,6.6
Julio Quintana,1,6.6
Ben Patterson,1,6.6
Alan J. Pakula,1,6.6
Roy Boulting,1,6.6
Michael Carney,1,6.6
Gil Kenan,1,6.6
Wim Wenders,1,6.6
Paween Purikitpanya,1,6.6
John Huston,2,6.6
Fajar Bustomi,4,6.6
Songyos Sugmakanan,1,6.6
Visute Poolvoralaks,1,6.6
Can Ulkay,1,6.6
José Miguel Contreras,1,6.6
Brian Volk-Weiss,1,6.6
Rahul Dholakia,1,6.6
Pass Patthanakumjon,1,6.6
Chris Miller,1,6.6
Ana Kokkinos,1,6.6
Leanne Gater,1,6.6
John Sturges,1,6.6
Will Lockhart,1,6.6
Jon Carey,1,6.6
Alain Desrochers,1,6.6
Freddie Waters,1,6.6
Isabel Sandoval,1,6.6
Ignacio Jaunsolo,1,6.6
Cole D. Pruitt,1,6.6
Mandla Dube,1,6.6
Dave Skinner,1,6.6
Sanjay Dayma,1,6.6
Jon Schnitzer,1,6.6
Thomas Meadmore,1,6.6
Anurag Basu,4,6.6
Justin Krook,1,6.6
Alain Gagnol,1,6.6
Jean-Loup Felicioli,1,6.6
William Wyler,1,6.6
Venky Kudumula,1,6.6
Cheang Pou Soi,1,6.6
Emil Ben-Shimon,1,6.6
Susanne Bier,1,6.6
Rahul Rawail,1,6.6
Charlie Kaufman,1,6.6
Tom Forrest,1,6.6
Amanda Raymond,1,6.6
Thomas Vinterberg,1,6.6
Vincente Minnelli,1,6.6
Eric Schlosser,1,6.6
Smriti Keshari,1,6.6
Charles Walters,1,6.6
Sameer Sharma,1,6.6
Kevin Ford,1,6.6
Marco Pontecorvo,1,6.6
Michael Steiner,1,6.6
Oluseyi Asurf,2,6.6
Tom Holland,1,6.6
Kevin Phillips,1,6.6
Ivan Sen,1,6.6
Lee Kae-byeok,1,6.6
Unjoo Moon,1,6.6
Gerard Barrett,1,6.6
Adam Darke,1,6.6
Billy Lyons,1,6.6
Prashant Nair,1,6.6
Cheng Wei-hao,1,6.6
Martin Campbell,5,6.58
Fernando González Molina,4,6.575
Atom Egoyan,3,6.566666666666667
Scott Zabielski,3,6.566666666666667
Todd Phillips,3,6.566666666666666
Pidi Baiq,3,6.566666666666666
Abhishek Kapoor,2,6.550000000000001
James Mangold,2,6.550000000000001
Michael Cuesta,2,6.550000000000001
Dante Lam,2,6.55
Gary Fleder,2,6.55
Baran bo Odar,2,6.55
Jonathan Levine,2,6.55
Bert Marcus,2,6.55
Sion Sono,2,6.55
Sean Penn,2,6.55
Sam Liu,4,6.55
Peyton Reed,3,6.533333333333334
Simon Wells,3,6.533333333333334
David Ayer,3,6.533333333333334
Ashutosh Gowariker,4,6.5249999999999995
Amitabha Singh,1,6.5
Andrew Davis,1,6.5
Ben Wheatley,2,6.5
Dado C. Lumibao,1,6.5
Duncan Skiles,1,6.5
Ethan Hawke,1,6.5
Manuel Martín Cuenca,1,6.5
Harry Elfont,1,6.5
Yanyong Kuruaungkoul,1,6.5
Bahij Hojeij,1,6.5
Anthony Wonke,1,6.5
Greg Berlanti,1,6.5
Phil Burgers,1,6.5
Nonzee Nimibutr,1,6.5
Christopher Guest,2,6.5
Tig Notaro,1,6.5
Jalil Lespert,3,6.5
Salima Koroma,1,6.5
Ekene Som Mekwunye,1,6.5
Daniel J. Clark,1,6.5
Lucky Kuswandi,1,6.5
Tània Balló,1,6.5
Frédéric Tonolli,1,6.5
Phil Nibbelink,1,6.5
Thierry Demaizière,2,6.5
Vincent Perez,1,6.5
Gauravv K Chawla,1,6.5
Gareth Evans,2,6.5
Gianfranco Rosi,2,6.5
Deepa Mehta,1,6.5
Anne Fletcher,1,6.5
Han Yan,1,6.5
Don Argott,1,6.5
Sohail Tatari,1,6.5
Claire Scanlon,1,6.5
Hayden Schlossberg,1,6.5
Soudade Kaadan,1,6.5
Lucas Santa Ana,1,6.5
Ken Kwapis,1,6.5
Patrick Tatopoulos,1,6.5
Sheena M. Joyce,1,6.5
Amit Roy,1,6.5
Matthew Salleh,1,6.5
Mark Williams,1,6.5
Andy Serkis,1,6.5
Mike Nicoll,1,6.5
Jon Hurwitz,1,6.5
Enah Johnscott,1,6.5
Mark Tonderai,2,6.5
Josef Fares,1,6.5
Michael Lennox,1,6.5
Remi Weekes,1,6.5
Deborah Kaplan,1,6.5
V C Abhilash,1,6.5
Claire McCarthy,1,6.5
Stuart Baird,1,6.5
A.R. Murugadoss,2,6.5
Grant Singer,1,6.5
Francesco Imperato,1,6.5
Nam Ron,1,6.5
Alban Teurlai,2,6.5
Vijay Maurya,1,6.5
Alan Rickman,1,6.5
Andrew Mogel,1,6.5
Everardo González,1,6.5
Matt Kay,1,6.5
Na Hyeon,1,6.5
Yuen Woo-ping,1,6.5
Jim Strouse,1,6.5
Salvador Calvo,1,6.5
Alejandro Fernández Almendras,1,6.5
Gary Winick,1,6.5
Mehdi Idir,1,6.5
Bolanle Austen-Peters,1,6.5
Arun Vaidyanathan,1,6.5
Grand Corps Malade,1,6.5
Curtis Hanson,1,6.5
Fabio Grassadonia,1,6.5
Antonio Piazza,1,6.5
Jean-Pierre Dardenne,1,6.5
Wong Kar Wai,1,6.5
Luc Dardenne,1,6.5
Leslye Headland,1,6.5
Justin Benson,1,6.5
Valeria Pivato,1,6.5
C.J. Wallis,1,6.5
Will Eisenberg,1,6.5
Jadesola Osiberu,1,6.5
Steve Paley,1,6.5
Kristine Stolakis,1,6.5
Mahmoud al Massad,1,6.5
Maximilian Erlenwein,1,6.5
Robert Zemeckis,3,6.5
Yesim Ustaoglu,1,6.5
Takeru Nakajima,1,6.5
Gillian Armstrong,1,6.5
Brian Knappenberger,1,6.5
Yoshiyuki Okada,1,6.5
Jonás Trueba,1,6.5
Peggy Holmes,1,6.5
Sean Anders,1,6.5
Michael Radford,1,6.5
Dino Risi,2,6.5
Ayumu Watanabe,1,6.5
Floria Sigismondi,1,6.5
Ben A. Williams,1,6.5
Michael Bay,3,6.5
Robin Swicord,2,6.5
Najwa Najjar,1,6.5
Cecilia Atán,1,6.5
Aaron Moorhead,1,6.5
Anvita Dutt,1,6.5
Camille Shooshani,1,6.5
John Haptas,1,6.5
Michael Barnett,1,6.5
Bhavin Wadia,1,6.5
Kristine Samuelson,1,6.5
Shammi Kapoor,1,6.5
Amr Arafa,1,6.5
Peter Segal,3,6.5
Kevin Peeples,1,6.5
Jo Sung-hee,1,6.5
Matias Mariani,1,6.5
Bunmi Ajakaiye,1,6.5
Mauricio Dias,1,6.5
Roger Spottiswoode,1,6.5
Lonzo Nzekwe,1,6.5
Akhigbe Ilozobhie,1,6.5
Tatiana Villela,1,6.5
J.M. Berrios,1,6.5
Josh Z. Weinstein,1,6.5
Gaspar Antillo,1,6.5
Randal Kleiser,2,6.5
Jarrad Paul,1,6.5
Crystal Moselle,1,6.5
Joshua Z. Weinstein,1,6.5
Tiffanie Hsu,1,6.5
Chris Baugh,1,6.5
Julia Knowles,1,6.5
Alaa Eddine Aljem,1,6.5
Massy Tadjedin,1,6.5
Roger Donaldson,3,6.466666666666666
Wolfgang Petersen,3,6.466666666666666
Stanley Moore,4,6.450000000000001
Alex Woo,4,6.450000000000001
Bill D'Elia,2,6.45
Oz Rodriguez,2,6.45
Pierre Morel,2,6.45
Shakti Samanta,2,6.45
George C. Wolfe,2,6.45
Olivier Assayas,2,6.449999999999999
Scott Aukerman,2,6.449999999999999
Paul Weitz,2,6.449999999999999
Omoni Oboli,5,6.44
Joe Berlinger,3,6.433333333333333
John G. Avildsen,5,6.419999999999999
Jesse Peretz,1,6.4
Charles Martin Smith,1,6.4
Oliver Kienle,1,6.4
Ryan Crego,1,6.4
Nils Tavernier,1,6.4
Scott Walker,1,6.4
Hugh WIlson,1,6.4
Bob Nelson,1,6.4
Phyllida Lloyd,1,6.4
Matheus Souza,1,6.4
Andrew Fleming,1,6.4
Ari Folman,1,6.4
Shanker Raman,1,6.4
Sydney Pollack,1,6.4
Suman Ghosh,1,6.4
Niels Arden Oplev,1,6.4
Amarpreet G S Chabbra,1,6.4
Edward Ellis,1,6.4
Flor Salcedo,1,6.4
Aaron Woolf,1,6.4
Brett Hedlund,1,6.4
Hirotsugu Kawasaki,1,6.4
Steve Antin,1,6.4
David Soren,1,6.4
Robert Radler,1,6.4
Rachit Kusonkoonsiri,1,6.4
Brandon Dickerson,1,6.4
Juan José Campanella,1,6.4
S. Shankar,1,6.4
Ry Russo-Young,1,6.4
Álvaro Longoria,1,6.4
Roland Emmerich,2,6.4
Theodore Melfi,1,6.4
Samuel Jouy,1,6.4
Yasir Nawaz,1,6.4
Michael Apted,1,6.4
Ahmed Medhat,1,6.4
Mona Achache,1,6.4
John Curran,1,6.4
Tirumala Kishore,1,6.4
Su I-Hsuan,1,6.4
Jason Priestley,1,6.4
Jeo Baby,1,6.4
Chuang Shiang-an,1,6.4
Raj Khosla,1,6.4
Ramesh Talwar,1,6.4
Jesse Adang,1,6.4
Aleksey German,1,6.4
Sung Do-jun,1,6.4
Kaspar Astrup Schröder,1,6.4
Nick Mead,1,6.4
Liu Yi,1,6.4
Nick Broomfield,2,6.4
Marianna Palka,1,6.4
Stephen Amezdroz,1,6.4
Chris Renaud,1,6.4
Patricia Tourancheau,1,6.4
Carlos Sorín,1,6.4
David Oelhoffen,1,6.4
Rajesh Mapuskar,1,6.4
Sedat Kirtan,1,6.4
Peter Chelsom,2,6.4
Ron Krauss,1,6.4
Olivia Newman,1,6.4
Michael Roberts,1,6.4
"Sam ""Blitz"" Bazawule",1,6.4
Ben Palmer,1,6.4
Julio Medem,1,6.4
Stephanie Laing,1,6.4
Alexandre Aja,1,6.4
Francine Parker,1,6.4
Dan Forrer,1,6.4
Jaume Balagueró,1,6.4
Jean-Simon Chartier,1,6.4
Rick Morales,1,6.4
Robert C. Ramirez,1,6.4
Jim Field Smith,1,6.4
Michael James Regan,1,6.4
Marina Willer,1,6.4
John Smithson,1,6.4
Mark Palansky,2,6.4
John Rice,1,6.4
Ricardo Trogi,1,6.4
Tim Rouhana,1,6.4
Rob LaDuca,1,6.4
Anna Boden,1,6.4
Ryan Fleck,1,6.4
Conor Allyn,1,6.4
Jacek Koprowicz,1,6.4
Randa Chahal Sabbag,1,6.4
Susannah Heath-Eves,1,6.4
Otilia Portillo Padua,1,6.4
Patricia Rozema,2,6.4
Amol Palekar,1,6.4
Ari Sandel,1,6.4
Mike McCoy,1,6.4
Scott Waugh,1,6.4
Jean-François Richet,1,6.4
Kery James,1,6.4
Leïla Sy,1,6.4
Pepe Mora,1,6.4
Burr Steers,1,6.4
Mariano Baez,1,6.4
Jeremy Rush,1,6.4
Remy Kohli,1,6.4
Martín Sastre,1,6.4
Franck Nataf,1,6.4
Julius Avery,1,6.4
Joseph Ruben,1,6.4
Atanu Mukherjee,1,6.4
Steve Pink,1,6.4
Yance Ford,1,6.4
Sanjib Dey,1,6.4
Kevin Munroe,1,6.4
Yuki Tanada,1,6.4
B. Subhash,1,6.4
Quek Shio-chuan,1,6.4
Thurop Van Orman,1,6.4
Kubilay Sarikaya,1,6.4
Naya Anindita,1,6.4
Anand Tucker,1,6.4
Phil Alden Robinson,1,6.4
Damon Cardasis,1,6.4
Datta Mohan Bhandare,1,6.4
Feroz,1,6.4
Luciano Vidigal,1,6.4
Gordon Chan,1,6.4
Amal Neerad,1,6.4
Cavi Borges,1,6.4
Antonio Campos,3,6.3999999999999995
William Lau,5,6.3999999999999995
Troy Miller,7,6.385714285714286
Kayode Kasum,4,6.375000000000001
Jeremy Saulnier,4,6.375
Johnnie To,7,6.371428571428571
Ivan Reitman,3,6.366666666666667
Timo Tjahjanto,3,6.366666666666667
Mateo Gil,2,6.35
Chito S. Roño,2,6.35
Ronna Gradus,2,6.35
Rako Prijanto,2,6.35
Jill Bauer,2,6.35
Kris Pearn,2,6.35
Sam Hobkinson,2,6.35
Patrick Brice,2,6.35
Kedar Shinde,2,6.35
Zack Snyder,2,6.35
Shashank Khaitan,2,6.35
Sudesh Manjrekar,2,6.35
Vlad Yudin,5,6.339999999999999
Bobby Farrelly,3,6.333333333333333
Vikram Bhatt,2,6.300000000000001
Dan Villegas,4,6.300000000000001
Brandon Camp,1,6.3
Diego Lerman,1,6.3
Vinay Bharadwaj,1,6.3
Leif Tilden,1,6.3
So Yong Kim,1,6.3
Fernando Coimbra,1,6.3
Måns Herngren,1,6.3
Daniel Lee,1,6.3
Kimo Stamboel,1,6.3
Jennifer Morrison,1,6.3
Alain Brunard,1,6.3
Marco Petry,1,6.3
Cate Shortland,1,6.3
Emmett Malloy,2,6.3
Carlos Marques-Marcet,1,6.3
Dylan Howitt,1,6.3
Mercedes Cordova,1,6.3
Ginny Mohler,1,6.3
Nic Mathieu,1,6.3
Lydia Dean Pilcher,1,6.3
Geun-hyun Cho,1,6.3
Mahmoud Sabbagh,1,6.3
Tony Elliott,1,6.3
Abhinay Deo,3,6.3
Sébastien Betbeder,1,6.3
Bronwen Hughes,1,6.3
Michael Damian,1,6.3
Cal Seville,2,6.3
Ted Emery,2,6.3
Laura Brownson,1,6.3
Selçuk Aydemir,1,6.3
Oren Uziel,1,6.3
Jason Krawczyk,1,6.3
Terry Loane,1,6.3
Donald Petrie,1,6.3
Phil Joanou,1,6.3
Jennifer Beamish,1,6.3
Tomas Portella,1,6.3
